NODE_ID,NODE_X,NODE_Y,NODE_NAME,NODE_WKTPOINT,NODE_LABEL,IATA,ICAO,CITY,COUNTRY
5437,143.89500427246094,-5.6433000564575195,WBM: Wapenamanda Airport,POINT(143.89500427246094 -5.6433000564575195),"WBM: Wapenamanda Airport; Wapenamanda, Papua New Guinea",WBM,AYWD,Wapenamanda,Papua New Guinea
5438,-45.56917,60.46445,LLU: Alluitsup Paa Heliport,POINT(-45.56917 60.46445),"LLU: Alluitsup Paa Heliport; Alluitsup Paa, Greenland",LLU,BGAP,Alluitsup Paa,Greenland
5439,-22.6504993439,70.7431030273,CNP: Neerlerit Inaat Airport,POINT(-22.6504993439 70.7431030273),"CNP: Neerlerit Inaat Airport; Neerlerit Inaat, Greenland",CNP,BGCO,Neerlerit Inaat,Greenland
5440,-49.6624984741,61.9921989441,JFR: Paamiut Heliport,POINT(-49.6624984741 61.9921989441),"JFR: Paamiut Heliport; Paamiut, Greenland",JFR,BGFH,Paamiut,Greenland
5441,-53.5148763657,69.251181993,JGO: Qeqertarsuaq Heliport,POINT(-53.5148763657 69.251181993),"JGO: Qeqertarsuaq Heliport; Qeqertarsuaq Airport, Greenland",JGO,BGGN,Qeqertarsuaq Airport,Greenland
5442,-46.0299186409,60.715684155299996,JJU: Qaqortoq Heliport,POINT(-46.0299186409 60.715684155299996),"JJU: Qaqortoq Heliport; Qaqortoq, Greenland",JJU,BGJH,Qaqortoq,Greenland
5443,-52.9393997192,65.4124984741,JSU: Maniitsoq Airport,POINT(-52.9393997192 65.4124984741),"JSU: Maniitsoq Airport; Maniitsoq, Greenland",JSU,BGMQ,Maniitsoq,Greenland
5444,-45.232976675,60.141883975899994,JNN: Nanortalik Heliport,POINT(-45.232976675 60.141883975899994),"JNN: Nanortalik Heliport; Nanortalik, Greenland",JNN,BGNN,Nanortalik,Greenland
5445,-46.059923172,60.9172827256,JNS: Narsaq Heliport,POINT(-46.059923172 60.9172827256),"JNS: Narsaq Heliport; Narsaq, Greenland",JNS,BGNS,Narsaq,Greenland
5446,-69.3887023926,77.4886016846,NAQ: Qaanaaq Airport,POINT(-69.3887023926 77.4886016846),"NAQ: Qaanaaq Airport; Qaanaaq, Greenland",NAQ,BGQQ,Qaanaaq,Greenland
5447,-53.7293014526,66.9513015747,JHS: Sisimiut Airport,POINT(-53.7293014526 66.9513015747),"JHS: Sisimiut Airport; Sisimiut, Greenland",JHS,BGSS,Sisimiut,Greenland
5448,-56.1305999756,72.7901992798,JUV: Upernavik Airport,POINT(-56.1305999756 72.7901992798),"JUV: Upernavik Airport; Upernavik, Greenland",JUV,BGUK,Upernavik,Greenland
5449,-52.6962013245,70.7341995239,JQA: Qaarsut Airport,POINT(-52.6962013245 70.7341995239),"JQA: Qaarsut Airport; Uummannaq, Greenland",JQA,BGUQ,Uummannaq,Greenland
5450,-18.0173,66.5458,GRY: Grímsey Airport,POINT(-18.0173 66.5458),"GRY: Grímsey Airport; Grímsey, Iceland",GRY,BIGR,Grímsey,Iceland
5452,-15.335599899291992,66.21849822998047,THO: Thorshofn Airport,POINT(-15.335599899291992 66.21849822998047),"THO: Thorshofn Airport; Thorshofn, Iceland",THO,BITN,Thorshofn,Iceland
5453,-14.850600242614746,65.72059631347656,VPN: Vopnafjörður Airport,POINT(-14.850600242614746 65.72059631347656),"VPN: Vopnafjörður Airport; Vopnafjörður, Iceland",VPN,BIVO,Vopnafjörður,Iceland
5456,-122.948997498,50.1436004639,YWS: Whistler/Green Lake Water Aerodrome,POINT(-122.948997498 50.1436004639),"YWS: Whistler/Green Lake Water Aerodrome; Whistler, Canada",YWS,CAE5,Whistler,Canada
5457,-125.3030014038086,52.45249938964844,YAA: Anahim Lake Airport,POINT(-125.3030014038086 52.45249938964844),"YAA: Anahim Lake Airport; Anahim Lake, Canada",YAA,CAJ4,Anahim Lake,Canada
5458,-55.784698486328125,52.566898345947266,YWM: Williams Harbour Airport,POINT(-55.784698486328125 52.566898345947266),"YWM: Williams Harbour Airport; Williams Harbour, Canada",YWM,CCA6,Williams Harbour,Canada
5459,-55.67390060424805,52.372798919677734,YFX: St. Lewis (Fox Harbour) Airport,POINT(-55.67390060424805 52.372798919677734),"YFX: St. Lewis (Fox Harbour) Airport; St. Lewis, Canada",YFX,CCK4,St. Lewis,Canada
5460,-56.28609848022461,52.528099060058594,YHA: Port Hope Simpson Airport,POINT(-56.28609848022461 52.528099060058594),"YHA: Port Hope Simpson Airport; Port Hope Simpson, Canada",YHA,CCP4,Port Hope Simpson,Canada
5461,-58.45750045776367,54.1796989440918,YRG: Rigolet Airport,POINT(-58.45750045776367 54.1796989440918),"YRG: Rigolet Airport; Rigolet, Canada",YRG,CCZ2,Rigolet,Canada
5462,-126.08,67.0392,YCK: Colville Lake Airport,POINT(-126.08 67.0392),"YCK: Colville Lake Airport; Colville Lake, Canada",YCK,CEB3,Colville Lake,Canada
5463,-117.24600219726562,63.13169860839844,YLE: Whatì Airport,POINT(-117.24600219726562 63.13169860839844),"YLE: Whatì Airport; Whatì, Canada",YLE,CEM3,Whatì,Canada
5464,-88.54190063476562,52.70859909057617,SUR: Summer Beaver Airport,POINT(-88.54190063476562 52.70859909057617),"SUR: Summer Beaver Airport; Summer Beaver, Canada",SUR,CJV7,Summer Beaver,Canada
5465,-89.57939910888672,53.84920120239258,YAX: Wapekeka Airport,POINT(-89.57939910888672 53.84920120239258),"YAX: Wapekeka Airport; Angling Lake, Canada",YAX,CKB6,Angling Lake,Canada
5466,-89.28919982910156,52.89390182495117,WNN: Wunnumin Lake Airport,POINT(-89.28919982910156 52.89390182495117),"WNN: Wunnumin Lake Airport; Wunnumin Lake, Canada",WNN,CKL3,Wunnumin Lake,Canada
5467,-92.97109985351562,52.4900016784668,YNO: North Spirit Lake Airport,POINT(-92.97109985351562 52.4900016784668),"YNO: North Spirit Lake Airport; North Spirit Lake, Canada",YNO,CKQ3,North Spirit Lake,Canada
5468,-91.0271987915039,53.965599060058594,XBE: Bearskin Lake Airport,POINT(-91.0271987915039 53.965599060058594),"XBE: Bearskin Lake Airport; Bearskin Lake, Canada",XBE,CNE3,Bearskin Lake,Canada
5469,-89.85530090332031,53.01250076293945,KIF: Kingfisher Lake Airport,POINT(-89.85530090332031 53.01250076293945),"KIF: Kingfisher Lake Airport; Kingfisher Lake, Canada",KIF,CNM5,Kingfisher Lake,Canada
5470,-85.9017028809,51.6585998535,YOG: Ogoki Post Airport,POINT(-85.9017028809 51.6585998535),"YOG: Ogoki Post Airport; Ogoki Post, Canada",YOG,CNT3,Ogoki Post,Canada
5471,-94.2556,52.1133,YHP: Poplar Hill Airport,POINT(-94.2556 52.1133),"YHP: Poplar Hill Airport; Poplar Hill, Canada",YHP,CPV7,Poplar Hill,Canada
5472,-78.91690063476562,53.805599212646484,YKU: Chisasibi Airport,POINT(-78.91690063476562 53.805599212646484),"YKU: Chisasibi Airport; Chisasibi, Canada",YKU,CSU2,Chisasibi,Canada
5473,-59.38359832763672,50.674400329589844,ZTB: Tête-à-la-Baleine Airport,POINT(-59.38359832763672 50.674400329589844),"ZTB: Tête-à-la-Baleine Airport; Tête-à-la-Baleine, Canada",ZTB,CTB6,Tête-à-la-Baleine,Canada
5474,-58.97560119628906,50.8307991027832,ZLT: La Tabatière Airport,POINT(-58.97560119628906 50.8307991027832),"ZLT: La Tabatière Airport; La Tabatière, Canada",ZLT,CTU5,La Tabatière,Canada
5478,-91.82440185546875,51.72719955444336,YAC: Cat Lake Airport,POINT(-91.82440185546875 51.72719955444336),"YAC: Cat Lake Airport; Cat Lake, Canada",YAC,CYAC,Cat Lake,Canada
5479,-93.439697265625,48.65420150756836,YAG: Fort Frances Municipal Airport,POINT(-93.439697265625 48.65420150756836),"YAG: Fort Frances Municipal Airport; Fort Frances, Canada",YAG,CYAG,Fort Frances,Canada
5480,-88.6427993774414,53.52470016479492,XKS: Kasabonika Airport,POINT(-88.6427993774414 53.52470016479492),"XKS: Kasabonika Airport; Kasabonika, Canada",XKS,CYAQ,Kasabonika,Canada
5481,-69.99919891357422,60.027198791503906,YKG: Kangirsuk Airport,POINT(-69.99919891357422 60.027198791503906),"YKG: Kangirsuk Airport; Kangirsuk, Canada",YKG,CYAS,Kangirsuk,Canada
5482,-82.43190002441406,52.9275016784668,YAT: Attawapiskat Airport,POINT(-82.43190002441406 52.9275016784668),"YAT: Attawapiskat Airport; Attawapiskat, Canada",YAT,CYAT,Attawapiskat,Canada
5483,-96.0100021362,50.2943992615,CYAX: Lac Du Bonnet Airport,POINT(-96.0100021362 50.2943992615),"CYAX: Lac Du Bonnet Airport; Lac Du Bonnet, Canada",,CYAX,Lac Du Bonnet,Canada
5484,-108.48100280761719,59.5614013671875,YBE: Uranium City Airport,POINT(-108.48100280761719 59.5614013671875),"YBE: Uranium City Airport; Uranium City, Canada",YBE,CYBE,Uranium City,Canada
5485,-57.185298919699996,51.443599700899995,YBX: Lourdes de Blanc Sablon Airport,POINT(-57.185298919699996 51.443599700899995),"YBX: Lourdes de Blanc Sablon Airport; Lourdes-De-Blanc-Sablon, Canada",YBX,CYBX,Lourdes-De-Blanc-Sablon,Canada
5486,-57.041900634765625,53.68280029296875,YRF: Cartwright Airport,POINT(-57.041900634765625 53.68280029296875),"YRF: Cartwright Airport; Cartwright, Canada",YRF,CYCA,Cartwright,Canada
5487,-90.73110198970001,63.346900939899996,YCS: Chesterfield Inlet Airport,POINT(-90.73110198970001 63.346900939899996),"YCS: Chesterfield Inlet Airport; Chesterfield Inlet, Canada",YCS,CYCS,Chesterfield Inlet,Canada
5488,-61.680301666259766,56.549198150634766,YDP: Nain Airport,POINT(-61.680301666259766 56.549198150634766),"YDP: Nain Airport; Nain, Canada",YDP,CYDP,Nain,Canada
5489,-87.67610168457031,56.01890182495117,YER: Fort Severn Airport,POINT(-87.67610168457031 56.01890182495117),"YER: Fort Severn Airport; Fort Severn, Canada",YER,CYER,Fort Severn,Canada
5490,-81.6968994140625,52.20140075683594,YFA: Fort Albany Airport,POINT(-81.6968994140625 52.20140075683594),"YFA: Fort Albany Airport; Fort Albany, Canada",YFA,CYFA,Fort Albany,Canada
5491,-87.90779876708984,51.5619010925293,YFH: Fort Hope Airport,POINT(-87.90779876708984 51.5619010925293),"YFH: Fort Hope Airport; Fort Hope, Canada",YFH,CYFH,Fort Hope,Canada
5492,-59.1864013671875,55.076900482177734,YMN: Makkovik Airport,POINT(-59.1864013671875 55.076900482177734),"YMN: Makkovik Airport; Makkovik, Canada",YMN,CYFT,Makkovik,Canada
5493,-124.51799774169922,49.69419860839844,YGB: Texada Gillies Bay Airport,POINT(-124.51799774169922 49.69419860839844),"YGB: Texada Gillies Bay Airport; Texada, Canada",YGB,CYGB,Texada,Canada
5494,-94.49140167236328,54.55889892578125,YGO: Gods Lake Narrows Airport,POINT(-94.49140167236328 54.55889892578125),"YGO: Gods Lake Narrows Airport; Gods Lake Narrows, Canada",YGO,CYGO,Gods Lake Narrows,Canada
5495,-81.8161010742,69.3647003174,YGT: Igloolik Airport,POINT(-81.8161010742 69.3647003174),"YGT: Igloolik Airport; Igloolik, Canada",YGT,CYGT,Igloolik,Canada
5496,-77.76529693603516,55.281898498535156,YGW: Kuujjuarapik Airport,POINT(-77.76529693603516 55.281898498535156),"YGW: Kuujjuarapik Airport; Kuujjuarapik, Canada",YGW,CYGW,Kuujjuarapik,Canada
5497,-94.71060180664062,56.35749816894531,YGX: Gillam Airport,POINT(-94.71060180664062 56.35749816894531),"YGX: Gillam Airport; Gillam, Canada",YGX,CYGX,Gillam,Canada
5498,-82.90920257570001,76.4261016846,YGZ: Grise Fiord Airport,POINT(-82.90920257570001 76.4261016846),"YGZ: Grise Fiord Airport; Grise Fiord, Canada",YGZ,CYGZ,Grise Fiord,Canada
5499,-69.6177978515625,61.0463981628418,YQC: Quaqtaq Airport,POINT(-69.6177978515625 61.0463981628418),"YQC: Quaqtaq Airport; Quaqtaq, Canada",YQC,CYHA,Quaqtaq,Canada
5500,-123.111000061,49.2943992615,CXH: Vancouver Harbour Water Aerodrome,POINT(-123.111000061 49.2943992615),"CXH: Vancouver Harbour Water Aerodrome; Vancouver, Canada",CXH,CYHC,Vancouver,Canada
5501,-76.1355972290039,51.69110107421875,YNS: Nemiscau Airport,POINT(-76.1355972290039 51.69110107421875),"YNS: Nemiscau Airport; Nemiscau, Canada",YNS,CYHH,Nemiscau,Canada
5502,-60.228599548339844,55.448299407958984,YHO: Hopedale Airport,POINT(-60.228599548339844 55.448299407958984),"YHO: Hopedale Airport; Hopedale, Canada",YHO,CYHO,Hopedale,Canada
5503,-59.63669967651367,50.46889877319336,YHR: Chevery Airport,POINT(-59.63669967651367 50.46889877319336),"YHR: Chevery Airport; Chevery, Canada",YHR,CYHR,Chevery,Canada
5504,-77.92530059814453,62.417301177978516,YIK: Ivujivik Airport,POINT(-77.92530059814453 62.417301177978516),"YIK: Ivujivik Airport; Ivujivik, Canada",YIK,CYIK,Ivujivik,Canada
5505,-94.65360260009766,53.857200622558594,YIV: Island Lake Airport,POINT(-94.65360260009766 53.857200622558594),"YIV: Island Lake Airport; Island Lake, Canada",YIV,CYIV,Island Lake,Canada
5506,-78.14859771728516,60.818599700927734,AKV: Akulivik Airport,POINT(-78.14859771728516 60.818599700927734),"AKV: Akulivik Airport; Akulivik, Canada",AKV,CYKO,Akulivik,Canada
5507,-78.75830078125,51.47330093383789,YKQ: Waskaganish Airport,POINT(-78.75830078125 51.47330093383789),"YKQ: Waskaganish Airport; Waskaganish, Canada",YKQ,CYKQ,Waskaganish,Canada
5508,-69.59970092773438,59.29669952392578,YPJ: Aupaluk Airport,POINT(-69.59970092773438 59.29669952392578),"YPJ: Aupaluk Airport; Aupaluk, Canada",YPJ,CYLA,Aupaluk,Canada
5509,-69.88330078119999,62.8499984741,YLC: Kimmirut Airport,POINT(-69.88330078119999 62.8499984741),"YLC: Kimmirut Airport; Kimmirut, Canada",YLC,CYLC,Kimmirut,Canada
5510,-87.93419647216797,52.19559860229492,YLH: Lansdowne House Airport,POINT(-87.93419647216797 52.19559860229492),"YLH: Lansdowne House Airport; Lansdowne House, Canada",YLH,CYLH,Lansdowne House,Canada
5511,-70.714699,46.096401,CYSG: St Georges Airport,POINT(-70.714699 46.096401),"CYSG: St Georges Airport; Lutselk'e, Canada",,CYSG,Lutselk'e,Canada
5512,-65.9927978515625,58.71139907836914,XGR: Kangiqsualujjuaq (Georges River) Airport,POINT(-65.9927978515625 58.71139907836914),"XGR: Kangiqsualujjuaq (Georges River) Airport; Kangiqsualujjuaq, Canada",XGR,CYLU,Kangiqsualujjuaq,Canada
5513,-55.847198486328125,52.302799224853516,YMH: Mary's Harbour Airport,POINT(-55.847198486328125 52.302799224853516),"YMH: Mary's Harbour Airport; Mary's Harbour, Canada",YMH,CYMH,Mary's Harbour,Canada
5514,-74.5280990600586,49.77190017700195,YMT: Chapais Airport,POINT(-74.5280990600586 49.77190017700195),"YMT: Chapais Airport; Chibougamau, Canada",YMT,CYMT,Chibougamau,Canada
5515,-76.51830291748047,56.53609848022461,YUD: Umiujaq Airport,POINT(-76.51830291748047 56.53609848022461),"YUD: Umiujaq Airport; Umiujaq, Canada",YUD,CYMU,Umiujaq,Canada
5516,-78.83110046386719,53.01060104370117,YNC: Wemindji Airport,POINT(-78.83110046386719 53.01060104370117),"YNC: Wemindji Airport; Wemindji, Canada",YNC,CYNC,Wemindji,Canada
5517,-97.84420013427734,53.95830154418945,YNE: Norway House Airport,POINT(-97.84420013427734 53.95830154418945),"YNE: Norway House Airport; Norway House, Canada",YNE,CYNE,Norway House,Canada
5518,-104.08200073242188,58.27669906616211,YNL: Points North Landing Airport,POINT(-104.08200073242188 58.27669906616211),"YNL: Points North Landing Airport; Points North Landing, Canada",YNL,CYNL,Points North Landing,Canada
5519,-95.27890014648438,54.93330001831055,YOH: Oxford House Airport,POINT(-95.27890014648438 54.93330001831055),"YOH: Oxford House Airport; Oxford House, Canada",YOH,CYOH,Oxford House,Canada
5520,-78.07689666748047,58.471900939941406,YPH: Inukjuak Airport,POINT(-78.07689666748047 58.471900939941406),"YPH: Inukjuak Airport; Inukjuak, Canada",YPH,CYPH,Inukjuak,Canada
5521,-93.97329711914062,51.819698333740234,YPM: Pikangikum Airport,POINT(-93.97329711914062 51.819698333740234),"YPM: Pikangikum Airport; Pikangikum, Canada",YPM,CYPM,Pikangikum,Canada
5522,-85.44329833984375,54.98809814453125,YPO: Peawanuck Airport,POINT(-85.44329833984375 54.98809814453125),"YPO: Peawanuck Airport; Peawanuck, Canada",YPO,CYPO,Peawanuck,Canada
5523,-124.5,49.83420181274414,YPW: Powell River Airport,POINT(-124.5 49.83420181274414),"YPW: Powell River Airport; Powell River, Canada",YPW,CYPW,Powell River,Canada
5524,-101.09100341796875,53.97140121459961,YQD: The Pas Airport,POINT(-101.09100341796875 53.97140121459961),"YQD: The Pas Airport; The Pas, Canada",YQD,CYQD,The Pas,Canada
5525,-86.69640350341797,50.18280029296875,YQN: Nakina Airport,POINT(-86.69640350341797 50.18280029296875),"YQN: Nakina Airport; Nakina, Canada",YQN,CYQN,Nakina,Canada
5526,-117.30999755859375,64.11609649658203,YRA: Rae Lakes Airport,POINT(-117.30999755859375 64.11609649658203),"YRA: Rae Lakes Airport; Gamètì, Canada",YRA,CYRA,Gamètì,Canada
5527,-93.79309844970703,51.066898345947266,YRL: Red Lake Airport,POINT(-93.79309844970703 51.066898345947266),"YRL: Red Lake Airport; Red Lake, Canada",YRL,CYRL,Red Lake,Canada
5528,-105.84100341796875,59.250301361083984,YSF: Stony Rapids Airport,POINT(-105.84100341796875 59.250301361083984),"YSF: Stony Rapids Airport; Stony Rapids, Canada",YSF,CYSF,Stony Rapids,Canada
5529,-79.2466964722,56.5377998352,YSK: Sanikiluaq Airport,POINT(-79.2466964722 56.5377998352),"YSK: Sanikiluaq Airport; Sanikiluaq, Canada",YSK,CYSK,Sanikiluaq,Canada
5530,-94.85189819335938,53.84560012817383,YST: St. Theresa Point Airport,POINT(-94.85189819335938 53.84560012817383),"YST: St. Theresa Point Airport; St. Theresa Point, Canada",YST,CYST,St. Theresa Point,Canada
5531,-89.89689636230469,53.81779861450195,YTL: Big Trout Lake Airport,POINT(-89.89689636230469 53.81779861450195),"YTL: Big Trout Lake Airport; Big Trout Lake, Canada",YTL,CYTL,Big Trout Lake,Canada
5532,-94.0614013671875,52.655799865722656,YVZ: Deer Lake Airport,POINT(-94.0614013671875 52.655799865722656),"YVZ: Deer Lake Airport; Deer Lake, Canada",YVZ,CYVZ,Deer Lake,Canada
5533,-87.3748683929,52.9593933975,YWP: Webequie Airport,POINT(-87.3748683929 52.9593933975),"YWP: Webequie Airport; Webequie, Canada",YWP,CYWP,Webequie,Canada
5534,-92.59809875490001,62.24000167849999,YXN: Whale Cove Airport,POINT(-92.59809875490001 62.24000167849999),"YXN: Whale Cove Airport; Whale Cove, Canada",YXN,CYXN,Whale Cove,Canada
5535,-75.66719818115234,62.17940139770508,YZG: Salluit Airport,POINT(-75.66719818115234 62.17940139770508),"YZG: Salluit Airport; Salluit, Canada",YZG,CYZG,Salluit,Canada
5536,-96.08920288085938,56.08940124511719,ZAC: York Landing Airport,POINT(-96.08920288085938 56.08940124511719),"ZAC: York Landing Airport; York Landing, Canada",ZAC,CZAC,York Landing,Canada
5537,-95.613899231,56.0614013672,ILF: Ilford Airport,POINT(-95.613899231 56.0614013672),"ILF: Ilford Airport; Ilford, Canada",ILF,CZBD,Ilford,Canada
5538,-65.738899231,47.629699707,ZBF: Bathurst Airport,POINT(-65.738899231 47.629699707),"ZBF: Bathurst Airport; Bathurst, Canada",ZBF,CZBF,Bathurst,Canada
5539,-78.52249908447266,52.22639846801758,ZEM: Eastmain River Airport,POINT(-78.52249908447266 52.22639846801758),"ZEM: Eastmain River Airport; Eastmain River, Canada",ZEM,CZEM,Eastmain River,Canada
5540,-107.18199920654297,59.33440017700195,ZFD: Fond-Du-Lac Airport,POINT(-107.18199920654297 59.33440017700195),"ZFD: Fond-Du-Lac Airport; Fond-Du-Lac, Canada",ZFD,CZFD,Fond-Du-Lac,Canada
5541,-94.07859802246094,54.839698791503906,ZGI: Gods River Airport,POINT(-94.07859802246094 54.839698791503906),"ZGI: Gods River Airport; Gods River, Canada",ZGI,CZGI,Gods River,Canada
5542,-101.23600006103516,52.120601654052734,ZJN: Swan River Airport,POINT(-101.23600006103516 52.120601654052734),"ZJN: Swan River Airport; Swan River, Canada",ZJN,CZJN,Swan River,Canada
5543,-81.67780303955078,52.282501220703125,ZKE: Kashechewan Airport,POINT(-81.67780303955078 52.282501220703125),"ZKE: Kashechewan Airport; Kashechewan, Canada",ZKE,CZKE,Kashechewan,Canada
5544,-91.76280212402344,53.44139862060547,MSA: Muskrat Dam Airport,POINT(-91.76280212402344 53.44139862060547),"MSA: Muskrat Dam Airport; Muskrat Dam, Canada",MSA,CZMD,Muskrat Dam,Canada
5545,-132.125,54.02750015258789,ZMT: Masset Airport,POINT(-132.125 54.02750015258789),"ZMT: Masset Airport; Masset, Canada",ZMT,CZMT,Masset,Canada
5546,-92.19640350341797,53.8911018371582,ZPB: Sachigo Lake Airport,POINT(-92.19640350341797 53.8911018371582),"ZPB: Sachigo Lake Airport; Sachigo Lake, Canada",ZPB,CZPB,Sachigo Lake,Canada
5547,-91.31279754638672,52.943599700927734,ZRJ: Round Lake (Weagamow Lake) Airport,POINT(-91.31279754638672 52.943599700927734),"ZRJ: Round Lake (Weagamow Lake) Airport; Round Lake, Canada",ZRJ,CZRJ,Round Lake,Canada
5548,-93.34439849853516,53.06420135498047,ZSJ: Sandy Lake Airport,POINT(-93.34439849853516 53.06420135498047),"ZSJ: Sandy Lake Airport; Sandy Lake, Canada",ZSJ,CZSJ,Sandy Lake,Canada
5549,-92.0813980102539,55.8656005859375,ZTM: Shamattawa Airport,POINT(-92.0813980102539 55.8656005859375),"ZTM: Shamattawa Airport; Shamattawa, Canada",ZTM,CZTM,Shamattawa,Canada
5550,-64.10639953613281,53.5619010925293,ZUM: Churchill Falls Airport,POINT(-64.10639953613281 53.5619010925293),"ZUM: Churchill Falls Airport; Churchill Falls, Canada",ZUM,CZUM,Churchill Falls,Canada
5551,-103.1719970703125,58.10689926147461,ZWL: Wollaston Lake Airport,POINT(-103.1719970703125 58.10689926147461),"ZWL: Wollaston Lake Airport; Wollaston Lake, Canada",ZWL,CZWL,Wollaston Lake,Canada
5552,6.308589935300001,35.752101898199996,BLJ: Batna Airport,POINT(6.308589935300001 35.752101898199996),"BLJ: Batna Airport; Batna, Algeria",BLJ,DABT,Batna,Algeria
5553,-2.269860029220581,31.645700454711914,CBH: Béchar Boudghene Ben Ali Lotfi Airport,POINT(-2.269860029220581 31.645700454711914),"CBH: Béchar Boudghene Ben Ali Lotfi Airport; Béchar, Algeria",CBH,DAOR,Béchar,Algeria
5554,0.923888981342,21.375,BMW: Bordj Badji Mokhtar Airport,POINT(0.923888981342 21.375),"BMW: Bordj Badji Mokhtar Airport; Bordj Badji Mokhtar, Algeria",BMW,DATM,Bordj Badji Mokhtar,Algeria
5555,6.77679014206,33.5113983154,ELU: Guemar Airport,POINT(6.77679014206 33.5113983154),"ELU: Guemar Airport; Guemar, Algeria",ELU,DAUO,Guemar,Algeria
5556,-1.5908199548721313,6.714560031890869,KMS: Kumasi Airport,POINT(-1.5908199548721313 6.714560031890869),"KMS: Kumasi Airport; Kumasi, Ghana",KMS,DGSI,Kumasi,Ghana
5557,14.152299881,53.8787002563,HDF: Heringsdorf Airport,POINT(14.152299881 53.8787002563),"HDF: Heringsdorf Airport; Heringsdorf, Germany",HDF,EDAH,Heringsdorf,Germany
5558,8.90166664124,54.153331756600004,HEI: Heide-Büsum Airport,POINT(8.90166664124 54.153331756600004),"HEI: Heide-Büsum Airport; Büsum, Germany",HEI,EDXB,Büsum,Germany
5559,7.91583299637,54.185279846200004,HGL: Helgoland-Düne Airport,POINT(7.91583299637 54.185279846200004),"HGL: Helgoland-Düne Airport; Helgoland, Germany",HGL,EDXH,Helgoland,Germany
5560,22.8323,62.692101,SJY: Seinäjoki Airport,POINT(22.8323 62.692101),"SJY: Seinäjoki Airport; Seinäjoki / Ilmajoki, Finland",SJY,EFSI,Seinäjoki / Ilmajoki,Finland
5561,-1.0791699886322021,52.91999816894531,NQT: Nottingham Airport,POINT(-1.0791699886322021 52.91999816894531),"NQT: Nottingham Airport; Nottingham, United Kingdom",NQT,EGBN,Nottingham,United Kingdom
5562,-1.01065635681,53.4805378105,DSA: Robin Hood Doncaster Sheffield Airport,POINT(-1.01065635681 53.4805378105),"DSA: Robin Hood Doncaster Sheffield Airport; Doncaster, Sheffield, United Kingdom",DSA,EGCN,"Doncaster, Sheffield",United Kingdom
5563,-5.686389923095703,55.437198638916016,CAL: Campbeltown Airport,POINT(-5.686389923095703 55.437198638916016),"CAL: Campbeltown Airport; Campbeltown, United Kingdom",CAL,EGEC,Campbeltown,United Kingdom
5564,-2.7722198963165283,59.19060134887695,EOI: Eday Airport,POINT(-2.7722198963165283 59.19060134887695),"EOI: Eday Airport; Eday, United Kingdom",EOI,EGED,Eday,United Kingdom
5565,-1.628059983253479,59.53580093383789,FIE: Fair Isle Airport,POINT(-1.628059983253479 59.53580093383789),"FIE: Fair Isle Airport; Fair Isle, United Kingdom",FIE,EGEF,Fair Isle,United Kingdom
5566,-2.43443989754,59.3675003052,NRL: North Ronaldsay Airport,POINT(-2.43443989754 59.3675003052),"NRL: North Ronaldsay Airport; North Ronaldsay, United Kingdom",NRL,EGEN,North Ronaldsay,United Kingdom
5567,-2.9002799987800003,59.351699829100006,PPW: Papa Westray Airport,POINT(-2.9002799987800003 59.351699829100006),"PPW: Papa Westray Airport; Papa Westray, United Kingdom",PPW,EGEP,Papa Westray,United Kingdom
5568,-2.64139008522,59.1553001404,SOY: Stronsay Airport,POINT(-2.64139008522 59.1553001404),"SOY: Stronsay Airport; Stronsay, United Kingdom",SOY,EGER,Stronsay,United Kingdom
5569,-2.576669931411743,59.250301361083984,NDY: Sanday Airport,POINT(-2.576669931411743 59.250301361083984),"NDY: Sanday Airport; Sanday, United Kingdom",NDY,EGES,Sanday,United Kingdom
5570,-1.24361002445,60.192199707,LWK: Lerwick / Tingwall Airport,POINT(-1.24361002445 60.192199707),"LWK: Lerwick / Tingwall Airport; Lerwick, United Kingdom",LWK,EGET,Lerwick,United Kingdom
5571,-2.95000004768,59.3502998352,WRY: Westray Airport,POINT(-2.95000004768 59.3502998352),"WRY: Westray Airport; Westray, United Kingdom",WRY,EGEW,Westray,United Kingdom
5572,-5.67056,50.102798,LEQ: Land's End Airport,POINT(-5.67056 50.102798),"LEQ: Land's End Airport; Land's End, United Kingdom",LEQ,EGHC,Land's End,United Kingdom
5573,-5.51845,50.128101,PZE: Penzance Heliport,POINT(-5.51845 50.128101),"PZE: Penzance Heliport; Penzance, United Kingdom",PZE,EGHK,Penzance,United Kingdom
5574,-4.53533983231,53.2481002808,VLY: Anglesey Airport,POINT(-4.53533983231 53.2481002808),"VLY: Anglesey Airport; Angelsey, United Kingdom",VLY,EGOV,Angelsey,United Kingdom
5575,-7.44306,57.0228,BRR: Barra Airport,POINT(-7.44306 57.0228),"BRR: Barra Airport; Barra, United Kingdom",BRR,EGPR,Barra,United Kingdom
5577,-8.340999603271484,55.0442008972168,CFN: Donegal Airport,POINT(-8.340999603271484 55.0442008972168),"CFN: Donegal Airport; Dongloe, Ireland",CFN,EIDL,Dongloe,Ireland
5578,-6.48611021042,53.3521995544,EIWT: Weston Airport,POINT(-6.48611021042 53.3521995544),"EIWT: Weston Airport; Leixlip, Ireland",,EIWT,Leixlip,Ireland
